id,checked,notes,slug,tecservices_id,organization_name,organization_type,full_address,address,city,state,zip_code,org_phone,hours,website,appointment,internet,wifi,training,pc_use_restrictions,hardware_public,assistive_technology,internet_upload,internet_download,volunteers_used,volunteers_used_how,volunteers_wanted_how,public_wifi_detail,nearest_parking,nearest_parking_detail,public_transportation_detail,time_allowed_per_user,time_allowed_per_user_detail,room_list,handicap_access_detail,friendly_description,agency_leadership_contact,agency_staff_person_contact_email,twitter_handle,training_types,flickr_tag,training_headline,training_description,training_url,october_open_house,location_leadership,location_leadership_email,pcc_staff_person,pcc_staff_person_email,latitude,longitude
213,yes,no specific computer info available on website; not Lumity site,st-agatha-family-empowerment-3143-w-douglas-boulevard,,St. Agatha Family Empowerment,Community Technology Center,"3143 W. Douglas Boulevard Chicago, IL 60623",3143 W. Douglas Boulevard,Chicago,IL,60623,(773) 522-1354,M-F: 12PM-6PM; SA: 10AM-1PM,http://www.faceofsafe.org/,2,1,1,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-st-agatha-family-213,,,,,,,,,41.808059,-87.731004
214,yes,needs location of computer and contact info; not on Lumity site,street-level-youth-media-center-1637-n-ashland-ave,,Street-Level Youth Media Center,Community Technology Center,"1637 N. Ashland Ave Chicago, IL 60622",1637 N. Ashland Ave,Chicago,IL,60622,(773) 862-5331,M-F: 3PM-6PM,http://www.street-level.org,2,1,1,1,,30,,,,,,,,,,"#9 Ashland Bus to Wabansia, #72 North Ave bus to Ashland, Blue Line to Division. 10-15 min walk north on Ashland, Red Line to North/Clybourn. 20 min walk west on North Ave, or #72 North Ave bus west to Ashland Ave",,,,,"Street-Level Youth Media educates Chicago’s urban youth in media arts and emerging technologies for use in self-expression, communication, and social change. There are two computer labs with over 30 Macs and industry-standard software available for use.","Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-street-level-youth-media-214,,,,,,,,,41.7028472,-87.5335433
215,yes,needs location of computer and contact info,sulzer-regional-library-4455-n-lincoln-avenue,1077,Sulzer Regional Library,Chicago Public Library,"4455 N. Lincoln Avenue Chicago, IL 60625",4455 N. Lincoln Avenue,Chicago,IL,60625,(312) 744-7616,"M-TH: 9AM-9PM; F, SA: 9AM-5PM; SU: 1PM-5PM",http://www.chipublib.org/branch/details/library/sulzer-regional/,0,1,1,1,,,,,,,,,,,,"# 78 Montrose CTA Bus, # 11 Lincoln Ave. CTA Bus, # 49 Western Ave. CTA Bus, # 50 Damen Ave. CTA Bus, Brown Line CTA Train-Western Stop",,,,,"The library was named for Conrad Sulzer, a pioneer settler of Ravenswood. Sulzer was a Swiss immigrant who turned wilderness into a livestock farm and a horticulture garden after his arrival in Chicago in 1836.  This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-sulzer-regional-215,,,,,,,,,41.6920634,-87.6741007
216,yes,needs location of computer and contact info,sunshine-gospel-ministries-500-east-61st-street,,Sunshine Gospel Ministries,Community Technology Center,"500 East 61st Street Chicago, IL 60637",500 East 61st Street,Chicago,IL,60637,(773) 493-0656 x. 1010,M-F: 10AM-4PM,http://www.sunshinegospel.org,2,1,0,1,,,,,,,,,,,,,,,,,"Sunshine’s Technology Center is dedicated to serving the Woodlawn, Washington Park, and Bronzeville neighborhoods of Chicago. Our Technology Center provides community residents with access to the Internet, Microsoft Office applications, printing, copying, and faxing capabilities.","Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-sunshine-gospel-ministries-216,"Training classes include basic computer literacy, and basic training in Microsoft Office suite training.","Training is hands-on. Our methods include traditional classroom experience, project-based learning, and entrepreneurial programs.",,,,,,,41.8971988,-87.6240811
217,yes,no specific computer info available on website; not Lumity,the-cara-program-east-loop-campus-228-south-wabash,,The Cara Program (East Loop Campus),Community Technology Center,"228 South Wabash Chicago, IL 60604",228 South Wabash,Chicago,IL,60604,(312) 798-3327,M-F: 9AM-5PM,http://www.thecaraprogram.org,2,1,0,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-the-cara-program-217,,,,,Erwin Delfin,,,,41.693161,-87.627559
218,yes,no specific computer info available on website; not Lumity,the-cara-program-west-loop-campus-703-west-monroe,,The Cara Program (West Loop Campus),Community Technology Center,"703 West Monroe Chicago, IL 60661",703 West Monroe,Chicago,IL,60661,(312) 798-3300,M-F: 9AM-5PM,http://www.thecaraprogram.org,2,1,0,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-the-cara-program-218,,,,,Erwin Delfin,,,,41.8258263,-87.6313646
220,yes,needs location of computers and contact info,thurgood-marshall-library-7506-s-racine-avenue,1078,Thurgood Marshall Library,Chicago Public Library,"7506 S. Racine Avenue Chicago, IL 60620",7506 S. Racine Avenue,Chicago,IL,60620,(312) 747-5927,"M: 12PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/thurgood-marshall/,0,1,1,1,,,,,,,,,,,,"# 75th St. CTA Bus, # 44 Wallace/Racine CTA Bus",,,,,"Thurgood Marshall Branch, which has a reading garden, was named in memory of Thurgood Marshall, the first African American to serve on the United States Supreme Court. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-thurgood-marshall-220,,,,,,,,,41.9367378,-87.7860363
221,yes,needs location of computers and contact info,toman-library-2708-s-pulaski-road,1079,Toman Library,Chicago Public Library,"2708 S. Pulaski Road Chicago, IL 60623",2708 S. Pulaski Road,Chicago,IL,60623,(312) 745-1660,"M: 12PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/toman/,0,1,1,1,,,,,,,,,,,,"#53 Pulaski CTA Bus, #60 Blue Island CTA Bus, Pink Line CTA Train-Pulaski Stop",,,,,"The Toman Branch first opened in 1927 as a replacement for the temporary library facility located in the Shedd Park Field House. The branch was named after John Toman, a Chicago politician and Cook County Sheriff during the 1930's. This branch has computers availble for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-toman-221,,,http://www.terau.com/toman,,,,,,41.8949802,-87.7477013
223,yes,needs location of computer and contact info,uptown-library-929-w-buena-avenue,1080,Uptown Library,Chicago Public Library,"929 W. Buena Avenue Chicago, IL 60613",929 W. Buena Avenue,Chicago,IL,60613,(312) 744-8400,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/uptown/,0,1,1,1,,,,,,,,,,,,"# 151 Sheridan Bus, # 36 Broadway Bus, Red Line CTA Train-Wilson Stop, Red Line CTA Train-Sheridan Stop",,,,,"This branch features the architectural style is a tribute to Frank Lloyd Wright and the Prairie School of Architecture. The ""Not So Secret Garden"" opened in September 1998. A notable feature of the reading garden is the Storytelling Throne, designed by Phil Schuster of the Chicago Public Arts Group. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-uptown-223,,,,,,,,,41.7792841,-87.6681707
224,yes,There is no information about this location or it's computers on the website; not Lumity,veterans-memorial-high-school-4248-w-47th-st,,Veterans Memorial High School,Community Technology Center,"4248 W 47th St Chicago, IL 60632",4248 W 47th St,Chicago,IL,60632,(312) 432-6301,M-TH: 5PM-8PM,http://unocharterschools.org/uscn_campuses.aspx,2,1,1,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-veterans-memorial-high-224,,,,,,,,,41.894691,-87.7061905
225,yes,needs location of computer and contact info,vodak-east-side-library-3710-e-106th-street,1081,Vodak-East Side Library,Chicago Public Library,"3710 E. 106th Street Chicago, IL 60617",3710 E. 106th Street,Chicago,IL,60617,(312) 747-5500,"M: 10AM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/vodak-east-side/,0,1,1,1,,,,,,,,,,,,"# 30 South Chicago CTA Bus, # 26 South Shore Express CTA Bus, # 100 Jeffery Manor Express CTA Bus",,,,,"The branch features environmentally sustainable construction under the Leadership in Energy and Environmental Design (LEED) Green Building Rating System, developed by the U.S. Green Building Council. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-vodak-east-side-225,,,,,,,,,41.8955727,-87.7172007
226,yes,needs location of computer and contact info,walker-library-11071-s-hoyne-avenue,1082,Walker Library,Chicago Public Library,"11071 S. Hoyne Avenue Chicago, IL 60643",11071 S. Hoyne Avenue,Chicago,IL,60643,(312) 747-1920,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/walker/,0,1,1,0,,,,,,,,,,,,"# 112 Vincennes/111th St. CTA Bus, # 49A South Western CTA Bus, Near Metra Joliet Suburban Line",,,,,"Walker Branch reopened on September 5, 1995, following a major construction and renovation. The architecture is Richardson Romanesque style. The exterior walls are the oldest structure owned by the Chicago Public Library. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-walker-226,,,,,,,,,41.7787228,-87.7235322
227,yes,"All of the info on website link to or is the same as that of Harold Washington, is it a separate location?",water-works-library-163-e-pearson-street,1083,Water Works Library,Chicago Public Library,"163 E. Pearson Street Chicago, IL 60611",163 E. Pearson Street,Chicago,IL,60611,(312) 742-8811,"M-TH: 9AM-7PM; F, SA: 9AM-5PM; SU: 1PM-5PM",http://www.chipublib.org/branch/details/library/water-works/,0,1,1,0,,,,,,,,,,,,,,,,,,Ulo Ormiste,uormiste@chipublib.org,,,pcc-water-works-227,,,,,,,,,41.6777914,-87.6431997
228,yes,updated per Lumity site,mercy-housing-lakefront-wentworth-11045-s-wentworth-ave,,Mercy Housing Lakefront Wentworth,Community Technology Center,"11045 S. Wentworth Ave Chicago, IL 60628",11045 S. Wentworth Ave,Chicago,IL,60628,(312) 447-4640,M-F: 9AM-5PM,http://www.mercyhousing.org,2,1,0,1,,,,,,,,,,,,,,,,,"This site, run by Mercy Housing and Lumity, Inc., has computers available for public use and offers digital skills training.","Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-wentworth-commons-ctc-228,Computer Literacy Training,"Type of training offered:
Basic Digital Literacy; Photo Illustration; Video Production; IT Professional Development; MS Office Suite; Social Media (Facebook, YouTube); Google (email, upload to YouTube, chat)",,,Licia Knight,lknight@mercyhousing.org,,,41.895741,-87.667921
229,yes,website does not have any info about computers/labs/phone number,wentworth-gardens-3759-s-wentworth,1162,Wentworth Gardens,Chicago Housing Authority,"3759 S. Wentworth Chicago, IL 60609",3759 S. Wentworth,Chicago,IL,60609,,,http://www.thecha.org/pages/wentworth_gardens/50.php?devID=264,2,2,2,1,,,,,,,,,,,,,,,,,,"Shannon Jackson, Kristen Hamer","sjackson@thecha.org, khamer@thecha.org",,,pcc-wentworth-gardens-229,,,,,,,,,41.8808821,-87.7411797
230,yes,needs location of computer and contact info,west-belmont-library-3104-n-narragansett-avenue,1084,West Belmont Library,Chicago Public Library,"3104 N. Narragansett Avenue Chicago, IL 60634",3104 N. Narragansett Avenue,Chicago,IL,60634,(312) 746-5142,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/west-belmont/,0,1,1,0,,,,,,,,,,,,"# 86 Narragansett/Ridgeland CTA Bus, # 77 Belmont CTA Bus",,,,,West Belmont Branch began as a storefront sub-branch of the Logan Square Branch. This branch has computers available for public use.,Ulo Ormiste,uormiste@chipublib.org,,,pcc-west-belmont-230,,,,,,,,,41.880336,-87.731066
231,yes,needs location of computer and contact info,west-chicago-avenue-library-4856-w-chicago-avenue,1085,West Chicago Avenue Library,Chicago Public Library,"4856 W. Chicago Avenue Chicago, IL 60651",4856 W. Chicago Avenue,Chicago,IL,60651,(312) 743-0260,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/west-chicago-avenue/,0,1,1,1,,,,,,,,,,,,"# 66 Chicago Ave. CTA Bus, # 54 Cicero Ave. CTA Bus",,,,,"This branch features environmentally sustainable construction under the Leadership in Energy and environmental Design (LEED) Green Building Rating System, developed by the U.S. Green Building Council. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-west-chicago-avenue-231,,,,,,,,,41.895251,-87.746162
232,yes,needs location of computer and contact info,west-englewood-library-1745-w-63rd-street,1086,West Englewood Library,Chicago Public Library,"1745 W. 63rd Street Chicago, IL 60636",1745 W. 63rd Street,Chicago,IL,60636,(312) 747-3481,"M: 12PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/west-englewood/,0,1,1,1,,,,,,,,,,,,"# 9-Ashland Ave. CTA Bus, # 48-South Damen Ave. CTA Bus, # 63-63rd St. CTA Bus, Green Line CTA Train-Ashland Ave./63rd St. Stop",,,,,The branch is part of the Street Revitalization Project and has a reading garden.  This branch has computers available for public use.,Ulo Ormiste,uormiste@chipublib.org,,,pcc-west-englewood-232,,,,,,,,,41.7510929,-87.6149593
233,yes,needs location of computer and contact info,west-humboldt-park-library-733-n-kedzie-avenue,1087,West Humboldt Park Library,Chicago Public Library,"733 N. Kedzie Avenue Chicago, IL 60612",733 N. Kedzie Avenue,Chicago,IL,60612,(312) 743-0555,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/daley-w-humboldt/,0,1,1,1,,,,,,,,,,,,"#66 Chicago, #52 Kedzie/California,  #65 Grand, Metra Commuter Rail Kedzie, Union Pacific West Line-Kedzie",,,,,"The Richard M. Daley Branch is named in honor of Mayor Richard M. Daley, who during his 22 years as mayor provided unprecedented support to the growth of libraries in the City of Chicago. This branch has computers available for public use",Ulo Ormiste,uormiste@chipublib.org,,,pcc-west-humboldt-park-233,,,,,,,,,41.95882,-87.788326
234,yes,cannot find info about computer lab on website; not on Lumity site; part of smart communities program,west-humboldt-park-community-development-council-community-technology-center-3620-w-chicago-ave,,West Humboldt Park Community Development Council Community Technology Center,Community Technology Center,"3620 W. Chicago Ave Chicago, IL 60657",3620 W. Chicago Ave,Chicago,IL,60657,(773) 342-0036,M-F 9a- 5P,http://www.whpdevelopmentcouncil.net/index.html,1,1,1,1,,,,,,,,,,,,,,,,,Business Resource Network,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-west-humboldt-park-234,,,,,,,,,41.7209157,-87.6431288
235,yes,needs location of computer and contact info,west-lawn-library-4020-w-63rd-street,1088,West Lawn Library,Chicago Public Library,"4020 W. 63rd Street Chicago, IL 60629",4020 W. 63rd Street,Chicago,IL,60629,(312) 747-7381,"M: 12PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/west-lawn/,0,1,1,0,,,,,,,,,,,,"# 63 63rd St. CTA Bus, # 53A South Pulaski CTA Bus
, Orange Line CTA Train-Pulaski Stop",,,,,"West Lawn Branch opened at 4007 West 63rd Street in 1974, replacing the bookmobile stop that previously served the area. Due to the great success and popularity of library services, a branch was built in 1986 at its present location.  This location has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-west-lawn-235,,,,,,,,,41.7375843,-87.702275
236,yes,needs location of computer and contact info,west-pullman-library-830-w-119th-street,1089,West Pullman Library,Chicago Public Library,"830 W. 119th Street Chicago, IL 60643",830 W. 119th Street,Chicago,IL,60643,(312) 747-1425,"M: 12PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/west-pullman/,0,1,1,0,,,,,,,,,,,,"# 108 Halsted/95th CTA Bus, # 119th Halsted CTA Bus, Pace Bus # 352 Halsted, # 8A South Halsted CTA Bus, Pace Bus # 359 Robbins/South Kedzie Ave.",,,,,"West Pullman Branch features environmentally sustainable construction under the Leadership in Energy and Environmental Design (LEED) Green Building Rating System, developed by the U.S. Green Building Council.  This location has computers available for public use",Ulo Ormiste,uormiste@chipublib.org,,,pcc-west-pullman-236,,,,,,,,,41.8793713,-87.6272931
237,yes,,west-town-logan-square-senior-satellite-center-1613-w-chicago-ave,1108,West Town/ Logan Square Senior Satellite Center,Senior Center,"1613 W. Chicago Ave Chicago, IL 60622",1613 W. Chicago Ave,Chicago,IL,60622,312.743.1016,M-F: 9AM-5PM; SA-SU: Closed,http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html,1,1,0,1,Seniors who are 55 and older,21,not purchased yet,1.5 Mbps,,yes,general senior center duties,,not activated yet,free,Parking lot,CTA,Varies by availability,lab time during the week,,Door with push buttons,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community. Please call for lab availability. Lab is closed to the public during class hours.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-west-town-senior-237,Computer Literacy Training,Computer Classes: Monday-Thursday 9:00 a.m.-11:30 am and every other Saturday from 9:00 a.m.-1:00 p.m.,,,Angela Brown,,,,41.774736,-87.606204
238,yes,,westside-learning-center-4624-w-madison-street,1007,Westside Learning Center,City Colleges of Chicago,"4624 W. Madison Street Chicago, IL 60644",4624 W. Madison Street,Chicago,IL,60644,312-850-7420,Varies— see details,http://www.ccc.edu/colleges/malcolm-x/departments/pages/westside-learning-center.aspx,2,1,2,2,"No unsupervised youth under the age of 16 may access any PCC.  To facilitate use of equipment by youth younger than 16 years of age, supervision must be provided by a parent or guardian who is at least 18 years old and who may consent to various applicable laws, ordinances, policies, procedures, regulations, and rules.  In addition to any and all applicable federal, state, local, municipal and CCC policies, procedures, rules and regulations, all users of CCC information resources must comply with the CCC Responsible Computer Use Policy as provided at Section 6.0 of the CCC Board Policies and Procedures for Management and Government.  A copy of the policy is conveniently located at http://ccc.edu/departments/Documents/BoardPolicies2010-2011.pdf.  Should a new version of the policy be published, it may be found by navigating to the Board Policies and Procedures link off of the CCC Board of Trustees page located at http://ccc.edu/departments/Pages/Board-of-Trustees.aspx.",60,zoom text,21.82 Mbps,99.42 Mbps,no,,two,wpa,Free,next to college,bus in front of building,Timed,Friday 9-12 Saturday 9-12,Rooms 0131 and 0132,doors,The West Side Learning Center is the satellite location for Malcolm X College. F: 9AM-12PM; SA: 9AM-12PM,"Willa Morgan, Cleveland Thompson","wmorgan1@ccc.edu, cthompson@ccc.edu",,,pcc-westside-learning-center-238,Digital Literacy Training,"City Colleges, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers. Classes at the West Side Learning Center are held in rooms 131 and 132.",,,,,,,41.8808503,-87.7061056
239,yes,updated per J,westside-youth-technical-entrepreneur-center-4211-13-west-madison,,Westside Youth Technical Entrepreneur Center,Community Technology Center,"4211-13 West Madison Chicago, IL 60624",4211-13 West Madison,Chicago,IL,60624,(773) 533-3500,Call for availability.,http://www.WYTEC4213.org,2,1,1,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-westside-youth-technical-239,,,,,,,,,41.9502876,-87.7471438
240,yes,not on Lumity site,wha-business-and-human-resource-center-4800-west-chicago-avenue,,WHA-Business and Human Resource Center,Community Technology Center,"4800 West Chicago Avenue Chicago, IL 60651",4800 West Chicago Avenue,Chicago,IL,60651,(773) 786-0148,M-F: 7AM-7PM,http://www.healthauthority.org,2,1,0,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-wha-business-and-human-240,,,,,,,,,41.8455815,-87.6841532
241,yes,no contact or computer location information,whitney-m-young-jr-library-7901-s-king-drive,1091,"Whitney M. Young, Jr. Library",Chicago Public Library,"7901 S. King Drive Chicago, IL 60619",7901 S. King Drive,Chicago,IL,60619,(312) 747-0039,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/whitney-young/,0,1,1,0,,,,,,,,,,,,"# 79 79th Street CTA Bus
# 3 King Drive CTA Bus",,,,,"This branch is named in honor of Whitney M. Young Jr., the Executive Director of the National Urban League and a leader in civil rights and community development.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-whitney-m-young--241,Digital Literacy Training,"Chicago Public Libraries, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers.",www.terau.com/whitneyyoung,,,,,,41.8954002,-87.7131112
242,yes,,wilbur-wright-college-4300-n-narragansett,1012,Wilbur Wright College,City Colleges of Chicago,"4300 N. Narragansett Chicago, IL 60634",4300 N. Narragansett,Chicago,IL,60634,(773) 481-8775,Varies— see details.,http://www.ccc.edu/colleges/wright/menu/Pages/Computer-Labs.aspx,0,1,1,1,"No unsupervised youth under the age of 16 may access any PCC.  To facilitate use of equipment by youth younger than 16 years of age, supervision must be provided by a parent or guardian who is at least 18 years old and who may consent to various applicable laws, ordinances, policies, procedures, regulations, and rules.  In addition to any and all applicable federal, state, local, municipal and CCC policies, procedures, rules and regulations, all users of CCC information resources must comply with the CCC Responsible Computer Use Policy as provided at Section 6.0 of the CCC Board Policies and Procedures for Management and Government.  A copy of the policy is conveniently located at http://ccc.edu/departments/Documents/BoardPolicies2010-2011.pdf.  Should a new version of the policy be published, it may be found by navigating to the Board Policies and Procedures link off of the CCC Board of Trustees page located at http://ccc.edu/departments/Pages/Board-of-Trustees.aspx.",226,Jaws,44 Mbps,71 Mbps,no,,,"WPA, CCCFREE (free access throught), strenght great",Free,1500 parking spaces,"CTA, bus stops inside lot",unlimited,No restricitions,"L100, a common area consisting of the Cafeteria, Learning Resource Center Lobby, and Arts Lobby.  BTOP Public Computing Centers are also located in the Library, Room L120 (open lab) and Room L130 (classroom lab).","Doors, ramps, and restrooms.","There are more than 200 computers available for public use at Wilbur Wright College. The majority of the computers are located in the library and the Learning Resource Center, on the First Floor, Rear. There are additional computers in both the cafeteria and the Science & Arts Building. Monday - Friday 7:45 a.m. - 9:30 p.m.","Willa Morgan, Cleveland Thompson","wmorgan1@ccc.edu, cthompson@ccc.edu",,,pcc-wilbur-wright-college-242,,,,,Kevin Williams,,,,41.9627751,-87.674551
243,yes,no contact info or location of computers,woodson-regional-library-9525-s-halsted-street,1092,Woodson Regional Library,Chicago Public Library,"9525 S. Halsted Street Chicago, IL 60628",9525 S. Halsted Street,Chicago,IL,60628,,"M-TH: 9AM-9PM; F, SA: 9AM-5PM; SU: 1PM-5PM",http://www.chipublib.org/branch/details/library/woodson-regional/,0,1,1,1,,,,,,,,,,,,"# 95 W 95th St. CTA Bus
# 8A South Halsted CTA Bus
# 112 Vincennes/111th St. CTA Bus
# 108 Halsted/95th St. CTA Bus
Red Line CTA Train-95th St. Stop
Metra line on 95th (10 blocks west)",,,,,"The Carter G. Woodson Regional Library opened on December 9, 1975 in a two-story building housing the Vivian G. Harsh Research Collection of Afro-American History and Literature, the largest collection of its kind in the Midwest. The regional library was named after Dr. Carter G. Woodson, known as the
 father of African American historiography. In 1926, he proposed and established an annual observance, ""Negro History Week,"" which grew into the nationally celebrated African American History Month held each 
February. The regional library features a sculpture by Richard Hunt entitled 
Jacob’s Ladder, a mural by Aoko Omwony-Hope, and sculptures by Charles 
Searles and Bernard Williams.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-woodson-regional-243,,,,,,,,,41.901916,-87.762404
244,yes,no info on computer location or contacts,wrightwood-ashburn-library-8530-s-kedzie-avenue,1093,Wrightwood-Ashburn Library,Chicago Public Library,"8530 S. Kedzie Avenue Chicago, IL 60652",8530 S. Kedzie Avenue,Chicago,IL,60652,(312) 747-2696,"M: 12PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/wrightwood/,0,1,1,0,,,,,,,,,,,,# 87 87th St. CTA Bus # 52A Kedzie CTA Bus,,,,,The Wrightwood-Ashurn branch opened in 1997 and features a reading garden. This branch has computers available for public use,Ulo Ormiste,uormiste@chipublib.org,,,pcc-wrightwood-ashburn-244,,,,,,,,,41.9013272,-87.7068317
245,yes,trouble finding info on website,ymca-of-metropolitan-chicago-11-e-adams,,YMCA of Metropolitan Chicago,WorkForce Center,"11 E. Adams Chicago, IL 60603",11 E. Adams,Chicago,IL,60603,(312) 913-2150,,http://www.ymcachgo.org/,0,1,0,1,,,,,,,,,,,,,,,,,"The Chicago Workforce Centers provide employment services under the Workforce Investment Act, including access to resource centers and workshops that assist with developing employment related skills. Resource centers are free to the public for conducting job search activities. these centers are equipped with computers, fax machines, printers and telephones to assist job seekers in conducting job searches, researching labor market information or improving job skills. Workshops are also held at the Workforce Centers on a variety of of employment related topics. The Workforce Centers vary in terms of offerings, so for specific information, please contact the workforce center and find out what services are available and when orientation sessions are conducted.",Karin Norington-Reaves,knorington-reaves@cwic.org,,,pcc-ymca-of-metropolitan-245,,,,,,,,,41.6812743,-87.6417793
246,yes,Not Lumity,ywca-parks-francis-community-technology-center-6600-s-cottage-grove,,YWCA Parks Francis Community Technology Center,Community Technology Center,"6600 S. Cottage Grove Chicago, IL 60637",6600 S. Cottage Grove,Chicago,IL,60637,(773) 496-5619,M-F: 9AM-8PM,http://www.ywcachicago.org,2,1,1,1,,,,,,,,,,,,,,,,,This location has 20 computer work stations open to the public on a first come first serve basis,Tonny Lemu,Tonny Lemu,,Digital Literacy,pcc-ywca-parks-francis-246,,"Classes teach computer fundamentals, including Internet navigation, web design, e-mail communication, desktop publishing, spreadsheet processing and word processing.",,,,,,,41.9488772,-87.6498011
247,yes,,garfield-workforce-center-10-s-kedzie-room-134,1144,Garfield Workforce Center,WorkForce Center,"10 S. Kedzie, Room 134 Chicago, IL 60624","10 S. Kedzie, Room 134",Chicago,IL,60624,(773) 722-3885 (Voice or (773) 722-6081(TTY),M-F: 8:30AM - 5:00PM,http://www.cityofchicago.org/city/en/depts/fss/supp_info/chicago_workforcecenters-servicesforjobseekers.html,1,1,0,1,"No food or drink, 1 hour time limit. No children allowed in Resource Room.",15,Clear View+,1.33 Mbps,1.34 Mbps,yes,We use them to help with the center,,,Free,"Parking lot, limited spaces 5-10, free","CTA, corner of the street",Timed,1 hour- sign in sheet.,,Ramps and doors with push button entry,"The Chicago Workforce Centers provide employment services under the Workforce Investment Act, including access to resource centers and workshops that assist with developing employment related skills. Resource centers are free to the public for conducting job search activities. these centers are equipped with computers, fax machines, printers and telephones to assist job seekers in conducting job searches, researching labor market information or improving job skills. Workshops are also held at the Workforce Centers on a variety of of employment related topics. The Workforce Centers vary in terms of offerings, so for specific information, please contact the workforce center and find out what services are available and when orientation sessions are conducted.",Karin Norington-Reaves,knorington-reaves@cwic.org,,,pcc-garfield-workforce-center-247,Digital Skills Training,"DFSS, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers.",www.terau.com/garfield,,,,,,41.8162639,-87.607065
